,Event Name,Winner,Loser,Weight Class
292,UFC - TUF 27 Finale,Alessio Di Chirico,Julian Marquez,Middleweight
293,UFC - TUF 27 Finale,Montana De La Rosa,Rachael Ostovich,Women's Flyweight
294,UFC - TUF 27 Finale,Luis Pena,Richie Smullen,Lightweight
295,UFC - TUF 27 Finale,John Gunther,Allan Zuniga,Lightweight
296,UFC - TUF 27 Finale,Bryce Mitchell,Tyler Diamond,Featherweight
297,UFC - TUF 27 Finale,Steven Peterson,Matt Bessette,Featherweight
298,UFC - TUF 27 Finale,Gerald Meerschaert,Oskar Piechota,Middleweight
299,UFC Fight Night: Cowboy vs. Edwards,Leon Edwards,Donald Cerrone,Welterweight
300,UFC Fight Night: Cowboy vs. Edwards,Ovince Saint Preux,Tyson Pedro,Light Heavyweight
301,UFC Fight Night: Cowboy vs. Edwards,Jessica Eye,Jessica-Rose Clark,Women's Flyweight
302,UFC Fight Night: Cowboy vs. Edwards,Li Jingliang,Daichi Abe,Welterweight
303,UFC Fight Night: Cowboy vs. Edwards,Petr Yan,Teruto Ishihara,Bantamweight
304,UFC Fight Night: Cowboy vs. Edwards,Song Yadong,Felipe Arantes,Bantamweight
305,UFC Fight Night: Cowboy vs. Edwards,Shane Young,Rolando Dy,Featherweight
306,UFC Fight Night: Cowboy vs. Edwards,Song Kenan,Hector Aldana,Welterweight
307,UFC Fight Night: Cowboy vs. Edwards,Jake Matthews,Shinsho Anzai,Welterweight
308,UFC Fight Night: Cowboy vs. Edwards,Yan Xiaonan,Viviane Pereira,Women's Strawweight
309,UFC Fight Night: Cowboy vs. Edwards,Matt Schnell,Naoki Inoue,Flyweight
310,UFC Fight Night: Cowboy vs. Edwards,Ulka Sasaki,Jenel Lausa,Flyweight
311,UFC Fight Night: Cowboy vs. Edwards,Ji Yeon Kim,Melinda Fabian,Women's Flyweight
312,UFC 225: Whittaker vs. Romero 2,Robert Whittaker,Yoel Romero,Middleweight
313,UFC 225: Whittaker vs. Romero 2,Colby Covington,Rafael Dos Anjos,Welterweight
314,UFC 225: Whittaker vs. Romero 2,Holly Holm,Megan Anderson,Women's Featherweight
315,UFC 225: Whittaker vs. Romero 2,Tai Tuivasa,Andrei Arlovski,Heavyweight
316,UFC 225: Whittaker vs. Romero 2,Mike Jackson,CM Punk,Welterweight
317,UFC 225: Whittaker vs. Romero 2,Curtis Blaydes,Alistair Overeem,Heavyweight
318,UFC 225: Whittaker vs. Romero 2,Claudia Gadelha,Carla Esparza,Women's Strawweight
319,UFC 225: Whittaker vs. Romero 2,Mirsad Bektic,Ricardo Lamas,Featherweight
320,UFC 225: Whittaker vs. Romero 2,Chris de la Rocha,Rashad Coulter,Heavyweight
321,UFC 225: Whittaker vs. Romero 2,Anthony Smith,Rashad Evans,Light Heavyweight
322,UFC 225: Whittaker vs. Romero 2,Sergio Pettis,Joseph Benavidez,Flyweight
323,UFC 225: Whittaker vs. Romero 2,Charles Oliveira,Clay Guida,Lightweight
324,UFC 225: Whittaker vs. Romero 2,Dan Ige,Mike Santiago,Featherweight
325,UFC Fight Night: Rivera vs. Moraes,Marlon Moraes,Jimmie Rivera,Bantamweight
326,UFC Fight Night: Rivera vs. Moraes,Gregor Gillespie,Vinc Pichel,Lightweight
327,UFC Fight Night: Rivera vs. Moraes,Walt Harris,Daniel Spitz,Heavyweight
328,UFC Fight Night: Rivera vs. Moraes,Ben Saunders,Jake Ellenberger,Welterweight
329,UFC Fight Night: Rivera vs. Moraes,Julio Arce,Daniel Teymur,Featherweight
330,UFC Fight Night: Rivera vs. Moraes,Sam Alvey,Gian Villante,Light Heavyweight
331,UFC Fight Night: Rivera vs. Moraes,Sijara Eubanks,Lauren Murphy,Women's Flyweight
332,UFC Fight Night: Rivera vs. Moraes,David Teymur,Nik Lentz,Lightweight
333,UFC Fight Night: Rivera vs. Moraes,Belal Muhammad,Chance Rencountre,Welterweight
334,UFC Fight Night: Rivera vs. Moraes,Desmond Green,Gleison Tibau,Lightweight
335,UFC Fight Night: Rivera vs. Moraes,Nathaniel Wood,Johnny Eduardo,Bantamweight
336,UFC Fight Night: Rivera vs. Moraes,Jose Torres,Jarred Brooks,Flyweight
337,UFC Fight Night: Thompson vs. Till,Darren Till,Stephen Thompson,Welterweight
338,UFC Fight Night: Thompson vs. Till,Neil Magny,Craig White,Welterweight
339,UFC Fight Night: Thompson vs. Till,Arnold Allen,Mads Burnell,Featherweight
340,UFC Fight Night: Thompson vs. Till,Makwan Amirkhani,Jason Knight,Featherweight
341,UFC Fight Night: Thompson vs. Till,Claudio Silva,Nordine Taleb,Welterweight
342,UFC Fight Night: Thompson vs. Till,Darren Stewart,Eric Spicely,Middleweight
343,UFC Fight Night: Thompson vs. Till,Tom Breese,Daniel Kelly,Middleweight
344,UFC Fight Night: Thompson vs. Till,Lina Lansberg,Gina Mazany,Women's Bantamweight
345,UFC Fight Night: Thompson vs. Till,Carlo Pedersoli,Bradley Scott,Welterweight
346,UFC Fight Night: Thompson vs. Till,Gillian Robertson,Molly McCann,Women's Flyweight
347,UFC Fight Night: Thompson vs. Till,Elias Theodorou,Trevor Smith,Middleweight
348,UFC Fight Night: Maia vs. Usman,Kamaru Usman,Demian Maia,Welterweight
349,UFC Fight Night: Maia vs. Usman,Tatiana Suarez,Alexa Grasso,Women's Strawweight
350,UFC Fight Night: Maia vs. Usman,Dominick Reyes,Jared Cannonier,Light Heavyweight
351,UFC Fight Night: Maia vs. Usman,Guido Cannetti,Diego Rivas,Bantamweight
352,UFC Fight Night: Maia vs. Usman,Andrea Lee,Veronica Macedo,Women's Flyweight
353,UFC Fight Night: Maia vs. Usman,Vicente Luque,Chad Laprise,Welterweight
354,UFC Fight Night: Maia vs. Usman,Michel Prazeres,Zak Cummings,Welterweight
355,UFC Fight Night: Maia vs. Usman,Alexandre Pantoja,Brandon Moreno,Flyweight
356,UFC Fight Night: Maia vs. Usman,Poliana Botelho,Syuri Kondo,Women's Strawweight
357,UFC Fight Night: Maia vs. Usman,Gabriel Benitez,Humberto Bandenay,Featherweight
358,UFC Fight Night: Maia vs. Usman,Enrique Barzola,Brandon Davis,Featherweight
359,UFC Fight Night: Maia vs. Usman,Frankie Saenz,Henry Briones,Bantamweight
360,UFC Fight Night: Maia vs. Usman,Claudio Puelles,Felipe Silva,Lightweight
361,UFC 224: Nunes vs. Pennington,Amanda Nunes,Raquel Pennington,Women's Bantamweight
362,UFC 224: Nunes vs. Pennington,Kelvin Gastelum,Jacare Souza,Middleweight
363,UFC 224: Nunes vs. Pennington,Mackenzie Dern,Amanda Cooper,Women's Strawweight
364,UFC 224: Nunes vs. Pennington,John Lineker,Brian Kelleher,Bantamweight
365,UFC 224: Nunes vs. Pennington,Lyoto Machida,Vitor Belfort,Middleweight
366,UFC 224: Nunes vs. Pennington,Cezar Ferreira,Karl Roberson,Middleweight
367,UFC 224: Nunes vs. Pennington,Aleksei Oleinik,Junior Albini,Heavyweight
368,UFC 224: Nunes vs. Pennington,Davi Ramos,Nick Hein,Lightweight
369,UFC 224: Nunes vs. Pennington,Elizeu Zaleski dos Santos,Sean Strickland,Welterweight
370,UFC 224: Nunes vs. Pennington,Warlley Alves,Sultan Aliev,Welterweight
371,UFC 224: Nunes vs. Pennington,Jack Hermansson,Thales Leites,Middleweight
372,UFC 224: Nunes vs. Pennington,Ramazan Emeev,Alberto Mina,Welterweight
373,UFC 224: Nunes vs. Pennington,Markus Perez,James Bochnovic,Middleweight
374,UFC Fight Night: Barboza vs. Lee,Kevin Lee,Edson Barboza,Lightweight
375,UFC Fight Night: Barboza vs. Lee,Frankie Edgar,Cub Swanson,Featherweight
376,UFC Fight Night: Barboza vs. Lee,Justin Willis,Chase Sherman,Heavyweight
377,UFC Fight Night: Barboza vs. Lee,David Branch,Thiago Santos,Middleweight
378,UFC Fight Night: Barboza vs. Lee,Aljamain Sterling,Brett Johns,Bantamweight
379,UFC Fight Night: Barboza vs. Lee,Dan Hooker,Jim Miller,Lightweight
380,UFC Fight Night: Barboza vs. Lee,Ryan LaFlare,Alex Garcia,Welterweight
381,UFC Fight Night: Barboza vs. Lee,Ricky Simon,Merab Dvalishvili,Bantamweight
382,UFC Fight Night: Barboza vs. Lee,Siyar Bahadurzada,Luan Chagas,Welterweight
383,UFC Fight Night: Barboza vs. Lee,Corey Anderson,Patrick Cummins,Light Heavyweight
384,UFC Fight Night: Barboza vs. Lee,Anthony Rocco Martin,Keita Nakamura,Welterweight
385,UFC Fight Night: Poirier vs. Gaethje,Dustin Poirier,Justin Gaethje,Lightweight
386,UFC Fight Night: Poirier vs. Gaethje,Alex Oliveira,Carlos Condit,Welterweight
387,UFC Fight Night: Poirier vs. Gaethje,Israel Adesanya,Marvin Vettori,Middleweight
388,UFC Fight Night: Poirier vs. Gaethje,Michelle Waterson,Cortney Casey,Women's Strawweight
389,UFC Fight Night: Poirier vs. Gaethje,Antonio Carlos Junior,Tim Boetsch,Middleweight
390,UFC Fight Night: Poirier vs. Gaethje,Muslim Salikhov,Ricky Rainey,Welterweight
391,UFC Fight Night: Poirier vs. Gaethje,John Moraga,Wilson Reis,Flyweight
392,UFC Fight Night: Poirier vs. Gaethje,Brad Tavares,Krzysztof Jotko,Middleweight
393,UFC Fight Night: Poirier vs. Gaethje,Gilbert Burns,Dan Moret,Lightweight
394,UFC Fight Night: Poirier vs. Gaethje,Lauren Mueller,Shana Dobson,Women's Flyweight
395,UFC Fight Night: Poirier vs. Gaethje,Yushin Okami,Dhiego Lima,Welterweight
396,UFC Fight Night: Poirier vs. Gaethje,Adam Wieczorek,Arjan Bhullar,Heavyweight
397,UFC Fight Night: Poirier vs. Gaethje,Alejandro Perez,Matthew Lopez,Bantamweight
398,UFC Fight Night: Poirier vs. Gaethje,Luke Sanders,Patrick Williams,Bantamweight
399,UFC 223: Khabib vs. Iaquinta,Khabib Nurmagomedov,Al Iaquinta,Lightweight
400,UFC 223: Khabib vs. Iaquinta,Rose Namajunas,Joanna Jedrzejczyk,Women's Strawweight
401,UFC 223: Khabib vs. Iaquinta,Renato Moicano,Calvin Kattar,Featherweight
402,UFC 223: Khabib vs. Iaquinta,Zabit Magomedsharipov,Kyle Bochniak,Featherweight
403,UFC 223: Khabib vs. Iaquinta,Chris Gruetzemacher,Joe Lauzon,Lightweight
404,UFC 223: Khabib vs. Iaquinta,Karolina Kowalkiewicz,Felice Herrig,Women's Strawweight
405,UFC 223: Khabib vs. Iaquinta,Olivier Aubin-Mercier,Evan Dunham,Lightweight
406,UFC 223: Khabib vs. Iaquinta,Ashlee Evans-Smith,Bec Rawlings,Women's Flyweight
407,UFC 223: Khabib vs. Iaquinta,Devin Clark,Mike Rodriguez,Light Heavyweight
408,UFC Fight Night: Werdum vs. Volkov,Alexander Volkov,Fabricio Werdum,Heavyweight
409,UFC Fight Night: Werdum vs. Volkov,Jan Blachowicz,Jimi Manuwa,Light Heavyweight
410,UFC Fight Night: Werdum vs. Volkov,Tom Duquesnoy,Terrion Ware,Bantamweight
411,UFC Fight Night: Werdum vs. Volkov,Leon Edwards,Peter Sobotta,Welterweight
412,UFC Fight Night: Werdum vs. Volkov,Charles Byrd,John Phillips,Middleweight
413,UFC Fight Night: Werdum vs. Volkov,Danny Roberts,Oliver Enkamp,Welterweight
414,UFC Fight Night: Werdum vs. Volkov,Danny Henry,Hakeem Dawodu,Featherweight
415,UFC Fight Night: Werdum vs. Volkov,Paul Craig,Magomed Ankalaev,Light Heavyweight
416,UFC Fight Night: Werdum vs. Volkov,Kajan Johnson,Stevie Ray,Lightweight
417,UFC Fight Night: Werdum vs. Volkov,Dmitry Sosnovskiy,Mark Godbeer,Heavyweight
418,UFC 222: Cyborg vs. Kunitskaya,Cris Cyborg,Yana Kunitskaya,Women's Featherweight
419,UFC 222: Cyborg vs. Kunitskaya,Brian Ortega,Frankie Edgar,Featherweight
420,UFC 222: Cyborg vs. Kunitskaya,Sean O'Malley,Andre Soukhamthath,Bantamweight
421,UFC 222: Cyborg vs. Kunitskaya,Andrei Arlovski,Stefan Struve,Heavyweight
422,UFC 222: Cyborg vs. Kunitskaya,Ketlen Vieira,Cat Zingano,Women's Bantamweight
423,UFC 222: Cyborg vs. Kunitskaya,Mackenzie Dern,Ashley Yoder,Women's Strawweight
424,UFC 222: Cyborg vs. Kunitskaya,Alexander Hernandez,Beneil Dariush,Lightweight
425,UFC 222: Cyborg vs. Kunitskaya,John Dodson,Pedro Munhoz,Bantamweight
426,UFC 222: Cyborg vs. Kunitskaya,CB Dollaway,Hector Lombard,Middleweight
427,UFC 222: Cyborg vs. Kunitskaya,Zak Ottow,Mike Pyle,Welterweight
428,UFC 222: Cyborg vs. Kunitskaya,Cody Stamann,Bryan Caraway,Bantamweight
429,UFC 222: Cyborg vs. Kunitskaya,Jordan Johnson,Adam Milstead,Light Heavyweight
430,UFC Fight Night: Emmett vs. Stephens,Jeremy Stephens,Josh Emmett,Featherweight
431,UFC Fight Night: Emmett vs. Stephens,Jessica Andrade,Tecia Torres,Women's Strawweight
432,UFC Fight Night: Emmett vs. Stephens,Ilir Latifi,Ovince Saint Preux,Light Heavyweight
433,UFC Fight Night: Emmett vs. Stephens,Max Griffin,Mike Perry,Welterweight
434,UFC Fight Night: Emmett vs. Stephens,Brian Kelleher,Renan Barao,Bantamweight
435,UFC Fight Night: Emmett vs. Stephens,Marion Reneau,Sara McMann,Women's Bantamweight
436,UFC Fight Night: Emmett vs. Stephens,Angela Hill,Maryna Moroz,Women's Strawweight
437,UFC Fight Night: Emmett vs. Stephens,Alan Jouban,Ben Saunders,Welterweight
438,UFC Fight Night: Emmett vs. Stephens,Sam Alvey,Marcin Prachnio,Light Heavyweight
439,UFC Fight Night: Emmett vs. Stephens,Rani Yahya,Russell Doane,Bantamweight
440,UFC Fight Night: Emmett vs. Stephens,Alex Perez,Eric Shelton,Flyweight
441,UFC Fight Night: Emmett vs. Stephens,Manny Bermudez,Albert Morales,Bantamweight
442,UFC Fight Night: Cerrone vs. Medeiros,Donald Cerrone,Yancy Medeiros,Welterweight
443,UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis,Marcin Tybura,Heavyweight
444,UFC Fight Night: Cerrone vs. Medeiros,James Vick,Francisco Trinaldo,Lightweight
445,UFC Fight Night: Cerrone vs. Medeiros,Curtis Millender,Thiago Alves,Welterweight
446,UFC Fight Night: Cerrone vs. Medeiros,Brandon Davis,Steven Peterson,Featherweight
447,UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt,Thibault Gouti,Lightweight
448,UFC Fight Night: Cerrone vs. Medeiros,Diego Ferreira,Jared Gordon,Lightweight
449,UFC Fight Night: Cerrone vs. Medeiros,Geoff Neal,Brian Camozzi,Welterweight
450,UFC Fight Night: Cerrone vs. Medeiros,Roberto Sanchez,Joby Sanchez,Flyweight
451,UFC Fight Night: Cerrone vs. Medeiros,Lucie Pudilova,Sarah Moras,Women's Bantamweight
452,UFC Fight Night: Cerrone vs. Medeiros,Alex Morono,Joshua Burkman,Welterweight
453,UFC Fight Night: Cerrone vs. Medeiros,Oskar Piechota,Tim Williams,Middleweight
454,UFC 221: Romero vs. Rockhold,Yoel Romero,Luke Rockhold,Middleweight
455,UFC 221: Romero vs. Rockhold,Curtis Blaydes,Mark Hunt,Heavyweight
456,UFC 221: Romero vs. Rockhold,Tai Tuivasa,Cyril Asker,Heavyweight
457,UFC 221: Romero vs. Rockhold,Jake Matthews,Li Jingliang,Welterweight
458,UFC 221: Romero vs. Rockhold,Tyson Pedro,Saparbeg Safarov,Light Heavyweight
459,UFC 221: Romero vs. Rockhold,Dong Hyun Ma,Damien Brown,Lightweight
460,UFC 221: Romero vs. Rockhold,Israel Adesanya,Rob Wilkinson,Middleweight
461,UFC 221: Romero vs. Rockhold,Alexander Volkanovski,Jeremy Kennedy,Featherweight
462,UFC 221: Romero vs. Rockhold,Jussier Formiga,Ben Nguyen,Flyweight
463,UFC 221: Romero vs. Rockhold,Ross Pearson,Mizuto Hirota,Lightweight
464,UFC 221: Romero vs. Rockhold,Jose Quinonez,Teruto Ishihara,Bantamweight
465,UFC 221: Romero vs. Rockhold,Luke Jumeau,Daichi Abe,Welterweight
466,UFC Fight Night: Machida vs. Anders,Lyoto Machida,Eryk Anders,Middleweight
467,UFC Fight Night: Machida vs. Anders,Valentina Shevchenko,Priscila Cachoeira,Women's Flyweight
468,UFC Fight Night: Machida vs. Anders,Michel Prazeres,Desmond Green,Lightweight
469,UFC Fight Night: Machida vs. Anders,Tim Johnson,Marcelo Golm,Heavyweight
470,UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade,Marlon Vera,Bantamweight
471,UFC Fight Night: Machida vs. Anders,Thiago Santos,Anthony Smith,Middleweight
472,UFC Fight Night: Machida vs. Anders,Sergio Moraes,Tim Means,Welterweight
473,UFC Fight Night: Machida vs. Anders,Alan Patrick,Damir Hadzovic,Lightweight
474,UFC Fight Night: Machida vs. Anders,Polyana Viana,Maia Stevenson,Women's Strawweight
475,UFC Fight Night: Machida vs. Anders,Iuri Alcantara,Joe Soto,Bantamweight
476,UFC Fight Night: Machida vs. Anders,Deiveson Figueiredo,Joseph Morales,Flyweight
477,UFC Fight Night: Jacare vs. Brunson 2,Jacare Souza,Derek Brunson,Middleweight
478,UFC Fight Night: Jacare vs. Brunson 2,Andre Fili,Dennis Bermudez,Featherweight
479,UFC Fight Night: Jacare vs. Brunson 2,Gregor Gillespie,Jordan Rinaldi,Lightweight
480,UFC Fight Night: Jacare vs. Brunson 2,Drew Dober,Frank Camacho,Welterweight
481,UFC Fight Night: Jacare vs. Brunson 2,Bobby Green,Erik Koch,Lightweight
482,UFC Fight Night: Jacare vs. Brunson 2,Mirsad Bektic,Godofredo Pepey,Featherweight
483,UFC Fight Night: Jacare vs. Brunson 2,Katlyn Chookagian,Mara Romero Borella,Women's Flyweight
484,UFC Fight Night: Jacare vs. Brunson 2,Randa Markos,Juliana Lima,Women's Strawweight
485,UFC Fight Night: Jacare vs. Brunson 2,Ji Yeon Kim,Justine Kish,Women's Flyweight
486,UFC Fight Night: Jacare vs. Brunson 2,Vinc Pichel,Joaquim Silva,Lightweight
487,UFC Fight Night: Jacare vs. Brunson 2,Niko Price,George Sullivan,Welterweight
488,UFC Fight Night: Jacare vs. Brunson 2,Cory Sandhagen,Austin Arnett,Featherweight
489,UFC 220: Miocic vs. Ngannou,Stipe Miocic,Francis Ngannou,Heavyweight
490,UFC 220: Miocic vs. Ngannou,Daniel Cormier,Volkan Oezdemir,Light Heavyweight
491,UFC 220: Miocic vs. Ngannou,Calvin Kattar,Shane Burgos,Featherweight
492,UFC 220: Miocic vs. Ngannou,Gian Villante,Francimar Barroso,Light Heavyweight
493,UFC 220: Miocic vs. Ngannou,Rob Font,Thomas Almeida,Bantamweight
494,UFC 220: Miocic vs. Ngannou,Kyle Bochniak,Brandon Davis,Featherweight
495,UFC 220: Miocic vs. Ngannou,Abdul Razak Alhassan,Sabah Homasi,Welterweight
496,UFC 220: Miocic vs. Ngannou,Dustin Ortiz,Alexandre Pantoja,Flyweight
497,UFC 220: Miocic vs. Ngannou,Julio Arce,Dan Ige,Featherweight
498,UFC 220: Miocic vs. Ngannou,Enrique Barzola,Matt Bessette,Featherweight
499,UFC 220: Miocic vs. Ngannou,Islam Makhachev,Gleison Tibau,Lightweight
500,UFC Fight Night: Stephens vs. Choi,Jeremy Stephens,Dooho Choi,Featherweight
501,UFC Fight Night: Stephens vs. Choi,Jessica-Rose Clark,Paige VanZant,Women's Flyweight
502,UFC Fight Night: Stephens vs. Choi,Kamaru Usman,Emil Meek,Welterweight
503,UFC Fight Night: Stephens vs. Choi,Darren Elkins,Michael Johnson,Featherweight
504,UFC Fight Night: Stephens vs. Choi,James Krause,Alex White,Lightweight
505,UFC Fight Night: Stephens vs. Choi,Polo Reyes,Matt Frevola,Lightweight
506,UFC Fight Night: Stephens vs. Choi,Irene Aldana,Talita Bernardo,Women's Bantamweight
507,UFC Fight Night: Stephens vs. Choi,Kyung Ho Kang,Guido Cannetti,Bantamweight
508,UFC Fight Night: Stephens vs. Choi,Jessica Eye,Kalindra Faria,Women's Flyweight
509,UFC Fight Night: Stephens vs. Choi,JJ Aldrich,Danielle Taylor,Women's Strawweight
510,UFC Fight Night: Stephens vs. Choi,Mads Burnell,Mike Santiago,Featherweight
511,UFC 219: Cyborg vs. Holm,Cris Cyborg,Holly Holm,Women's Featherweight
512,UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov,Edson Barboza,Lightweight
513,UFC 219: Cyborg vs. Holm,Dan Hooker,Marc Diakiese,Lightweight
514,UFC 219: Cyborg vs. Holm,Carla Esparza,Cynthia Calvillo,Women's Strawweight
515,UFC 219: Cyborg vs. Holm,Neil Magny,Carlos Condit,Welterweight
516,UFC 219: Cyborg vs. Holm,Khalil Rountree Jr.,Michal Oleksiejczuk,Light Heavyweight
517,UFC 219: Cyborg vs. Holm,Myles Jury,Rick Glenn,Featherweight
518,UFC 219: Cyborg vs. Holm,Marvin Vettori,Omari Akhmedov,Middleweight
519,UFC 219: Cyborg vs. Holm,Matheus Nicolau,Louis Smolka,Flyweight
520,UFC 219: Cyborg vs. Holm,Tim Elliott,Mark De La Rosa,Bantamweight
521,UFC Fight Night: Lawler vs. Dos Anjos,Rafael Dos Anjos,Robbie Lawler,Welterweight
522,UFC Fight Night: Lawler vs. Dos Anjos,Josh Emmett,Ricardo Lamas,Featherweight
523,UFC Fight Night: Lawler vs. Dos Anjos,Santiago Ponzinibbio,Mike Perry,Welterweight
524,UFC Fight Night: Lawler vs. Dos Anjos,Glover Teixeira,Misha Cirkunov,Light Heavyweight
525,UFC Fight Night: Lawler vs. Dos Anjos,Jan Blachowicz,Jared Cannonier,Light Heavyweight
526,UFC Fight Night: Lawler vs. Dos Anjos,Julian Marquez,Darren Stewart,Middleweight
527,UFC Fight Night: Lawler vs. Dos Anjos,Chad Laprise,Galore Bofando,Welterweight
528,UFC Fight Night: Lawler vs. Dos Anjos,Nordine Taleb,Danny Roberts,Welterweight
529,UFC Fight Night: Lawler vs. Dos Anjos,John Makdessi,Abel Trujillo,Lightweight
530,UFC Fight Night: Lawler vs. Dos Anjos,Alessio Di Chirico,Oluwale Bamgbose,Middleweight
531,UFC Fight Night: Lawler vs. Dos Anjos,Jordan Mein,Erick Silva,Welterweight
532,UFC Fight Night: Swanson vs. Ortega,Brian Ortega,Cub Swanson,Featherweight
533,UFC Fight Night: Swanson vs. Ortega,Gabriel Benitez,Jason Knight,Featherweight
534,UFC Fight Night: Swanson vs. Ortega,Marlon Moraes,Aljamain Sterling,Bantamweight
535,UFC Fight Night: Swanson vs. Ortega,Scott Holtzman,Darrell Horcher,Lightweight
536,UFC Fight Night: Swanson vs. Ortega,Eryk Anders,Markus Perez,Middleweight
537,UFC Fight Night: Swanson vs. Ortega,Benito Lopez,Albert Morales,Bantamweight
538,UFC Fight Night: Swanson vs. Ortega,Alexis Davis,Liz Carmouche,Women's Flyweight
539,UFC Fight Night: Swanson vs. Ortega,Andre Soukhamthath,Luke Sanders,Bantamweight
540,UFC Fight Night: Swanson vs. Ortega,Alex Perez,Carls John De Tomas,Bantamweight
541,UFC Fight Night: Swanson vs. Ortega,Frankie Saenz,Merab Dvalishvili,Bantamweight
542,UFC Fight Night: Swanson vs. Ortega,Alejandro Perez,Iuri Alcantara,Bantamweight
543,UFC Fight Night: Swanson vs. Ortega,Davi Ramos,Chris Gruetzemacher,Lightweight
544,UFC Fight Night: Swanson vs. Ortega,Trevin Giles,Antonio Braga Neto,Middleweight
545,UFC 218: Holloway vs. Aldo 2,Max Holloway,Jose Aldo,Featherweight
546,UFC 218: Holloway vs. Aldo 2,Francis Ngannou,Alistair Overeem,Heavyweight
547,UFC 218: Holloway vs. Aldo 2,Henry Cejudo,Sergio Pettis,Flyweight
548,UFC 218: Holloway vs. Aldo 2,Eddie Alvarez,Justin Gaethje,Lightweight
549,UFC 218: Holloway vs. Aldo 2,Tecia Torres,Michelle Waterson,Women's Strawweight
550,UFC 218: Holloway vs. Aldo 2,Paul Felder,Charles Oliveira,Lightweight
551,UFC 218: Holloway vs. Aldo 2,Yancy Medeiros,Alex Oliveira,Welterweight
552,UFC 218: Holloway vs. Aldo 2,David Teymur,Drakkar Klose,Lightweight
553,UFC 218: Holloway vs. Aldo 2,Felice Herrig,Cortney Casey,Women's Strawweight
554,UFC 218: Holloway vs. Aldo 2,Amanda Cooper,Angela Magana,Women's Strawweight
555,UFC 218: Holloway vs. Aldo 2,Abdul Razak Alhassan,Sabah Homasi,Welterweight
556,UFC 218: Holloway vs. Aldo 2,Dominick Reyes,Jeremy Kimball,Light Heavyweight
557,UFC 218: Holloway vs. Aldo 2,Justin Willis,Allen Crowder,Heavyweight
558,The Ultimate Fighter 26 Finale,Nicco Montano,Roxanne Modafferi,Women's Flyweight
559,The Ultimate Fighter 26 Finale,Sean O'Malley,Terrion Ware,Bantamweight
560,The Ultimate Fighter 26 Finale,Lauren Murphy,Barb Honchak,Women's Flyweight
561,The Ultimate Fighter 26 Finale,Gerald Meerschaert,Eric Spicely,Middleweight
562,The Ultimate Fighter 26 Finale,DeAnna Bennett,Melinda Fabian,Women's Flyweight
